"time","fault","indicator"
107400,0,1
17220,0,1
180,0,1
32880,0,1
960,0,1
26100,0,1
44160,0,1
333720,0,1
17820,0,1
40860,0,1
18780,0,1
960,0,1
960,0,1
79860,0,1
240,0,1
120,0,1
1800,0,1
480,0,1
780,0,1
37260,0,1
2100,0,1
72060,0,1
258704,0,1
480,0,1
21900,0,1
478620,0,1
80760,0,1
1200,0,1
80700,0,1
688860,0,1
2220,0,1
758880,0,1
166620,0,1
8280,0,1
951354,0,1
1320,0,1
14700,0,1
3420,0,1
2520,0,1
162480,0,1
520320,0,1
96720,0,1
418200,0,1
434760,0,1
543780,0,1
8820,0,1
488280,0,1
480,0,1
540,0,1
2220,0,1
1080,0,1
137340,0,1
91860,0,1
22800,0,1
22920,0,1
473340,0,1
354901,0,1
369480,0,1
380220,0,1
848640,0,1
120,0,1
3416,0,1
74160,0,1
262500,0,1
879300,0,1
360,0,1
8160,0,1
180,0,1
237920,0,1
120,0,1
70800,0,1
12960,0,1
300,0,1
120,0,1
558540,0,1
188040,0,1
56280,0,1
420,0,1
414464,0,1
240780,0,1
206640,0,1
4740,0,1
10140,0,1
300,0,1
4140,0,1
472080,0,1
300,0,1
87600,0,1
48240,0,1
41940,0,1
576612,0,1
71820,0,1
83100,0,1
900,0,1
240300,0,1
73740,0,1
169800,0,1
1,0,1
302280,0,1
3360,0,1
2340,0,1
82260,0,1
559920,0,1
780,0,1
10740,0,1
180,0,1
430860,0,1
166740,0,1
600,0,1
376140,0,1
5100,0,1
549540,0,1
540,0,1
900,0,1
521252,0,1
420,0,1
518640,0,1
1020,0,1
4140,0,1
480,0,1
180,0,1
600,0,1
53760,0,1
82440,0,1
180,0,1
273000,0,1
59880,0,1
840,0,1
7140,0,1
76320,0,1
148680,0,1
237840,0,1
4560,0,1
1920,0,1
16860,0,1
77040,0,1
74760,0,1
738180,0,1
147000,0,1
76680,0,1
70800,0,1
66180,0,1
27540,0,1
55020,0,1
120,0,1
296796,0,1
90180,0,1
724560,0,1
167100,0,1
106200,0,1
480,0,1
117360,0,1
6480,0,1
60,0,1
97860,0,1
398580,0,1
391380,0,1
180,0,1
180,0,1
240,0,1
540,0,1
336900,0,1
264480,0,1
847080,0,1
26460,0,1
349320,0,1
4080,0,1
64680,0,1
840,0,1
540,0,1
589980,0,1
332280,0,1
94140,0,1
240060,0,1
2700,0,1
900,0,1
1080,0,1
11580,0,1
2160,0,1
192720,0,1
87840,0,1
84360,0,1
378120,0,1
58500,0,1
83880,0,1
158640,0,1
660,0,1
3180,0,1
1560,0,1
3180,0,1
5700,0,1
226560,0,1
9840,0,1
69060,0,1
68880,0,1
65460,0,1
402900,0,1
75480,0,1
380220,0,1
704968,0,1
505680,0,1
54420,0,1
319020,0,1
95220,0,1
5100,0,1
6240,0,1
49440,0,1
420,0,1
667320,0,1
120,0,1
7200,0,1
68940,0,1
26820,0,1
448620,0,1
339420,0,1
480,0,1
1042680,0,1
779580,0,1
8040,0,1
1158240,0,1
907140,0,1
58500,0,1
383940,0,1
2039460,0,1
522240,0,1
66000,0,1
43500,0,1
2040,0,1
600,0,1
226320,0,1
327600,0,1
201300,0,1
226980,0,1
553440,0,1
1020,0,1
960,0,1
512760,0,1
819240,0,1
801660,0,1
160380,0,1
71640,0,1
363990,0,1
9090,0,1
227970,0,1
17190,0,1
597900,0,1
689400,0,1
11520,0,1
23850,0,1
75870,0,1
123030,0,1
26010,0,1
75240,0,1
68130,0,1
811050,0,1
498360,0,1
623280,0,1
3330,0,1
7290,0,1
47160,0,1
1328400,0,1
109800,0,1
343890,0,1
1615860,0,1
14940,0,1
680760,0,1
26220,0,1
376110,0,1
181890,0,1
64320,0,1
468180,0,1
1568580,0,1
333720,0,1
180,0,1
810,0,1
322110,0,1
21960,0,1
363600,0,1
801360,0,0
