"time","fault","indicator"
3,0,1
14,0,1
59,0,1
32,0,1
8,0,1
52,0,1
2,0,1
25,0,1
2,0,1
3,0,1
4,0,1
1,0,1
30,0,1
21,0,1
196,0,1
265,0,1
6,0,1
3,0,1
8,0,1
1,0,1
12,0,1
36,0,1
38,0,1
1,0,1
74,0,1
43,0,1
236,0,1
121,0,1
18,0,1
9,0,1
23,0,1
1,0,1
672,0,1
189,0,1
83,0,1
52,0,1
8,0,1
1,0,1
41,0,1
7,0,1
43,0,1
1,0,1
4,0,1
5,0,1
1,0,1
16,0,1
70,0,1
60,0,1
2,0,1
2,0,1
3,0,1
169,0,1
29,0,1
88,0,1
55,0,1
27,0,1
24,0,1
27,0,1
140,0,1
33,0,1
5,0,1
36,0,1
74,0,1
40,0,1
2,0,1
86,0,1
221,0,1
6,0,1
891,0,1
23,0,1
4,0,1
437,0,1
66,0,1
450,0,0
